direction,time
s,0
e,1
e,1
e,1
e,1
e,1
e,1
e,1
e,1
e,1
e,1
e,1
e,1
e,1
e,1
e,1
e,1
e,1
e,1
e,1
e,1
e,1
e,1
e,1
e,1
e,1
e,1
e,1
e,1
e,1
e,1
e,1
e,1
x,1
x,1
x,1
x,1
x,1
x,1
x,1
x,1
x,1
x,1
x,1
x,1
x,1
x,1
x,1
x,1
x,1
x,1
x,1
x,1
x,1
x,1
x,1
x,1
x,1
x,1
x,1
x,1
x,1
s,0
x,1
x,1
